ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"27.191.60.153","elite","AS4134","CN","Chinanet","215","Chinanet HE","3256","socks4","4705","1","2023-10-20T12:52:47.148Z","79","3543","4496"
"170.244.64.12","elite","AS266492","BR","Flash Servicos EM Fibra Optica Ltda - ME","191","Flash Servicos EM Fibra Optica Ltda - ME","31476","socks4","27407","1","2023-10-20T12:52:47.154Z","100","4477","4491"
"177.38.5.134","elite","AS52964","BR","F?BIO MENDES DIAS LTDA ME","296","FÁBIO MENDES DIAS LTDA ME","4153","socks4","4991","1","2023-10-20T12:52:47.151Z","97","4258","4390"
"182.53.96.140","elite","AS23969","TH","TOT Public Company Limited","192","TOT Public Company Limited","4153","socks4","4890","1","2023-10-20T12:52:42.445Z","99","4356","4381"
"188.165.201.173","elite","AS16276","FR","OVH SAS","5","OVH ISP","51102","socks5","4912","1","2023-10-20T12:52:42.548Z","100","4437","4437"
"202.182.70.189","elite","AS7018","US","AT&T Services, Inc.","85","CABLE & FIBERLINK","13996","socks4","1105","1","2023-10-20T12:52:42.550Z","83","3683","4448"
"223.155.121.75","elite","AS4134","CN","Chinanet","291","Chinanet HN","3128","socks4","4886","1","2023-10-20T12:52:42.438Z","83","3709","4495"
"183.89.9.20","elite","AS45629","TH","Triple T Broadband Public Company Limited","210","Triple T Broadband Public Company Limited","4153","socks4","5088","1","2023-10-20T12:52:42.534Z","97","4328","4445"
"202.166.192.84","elite","AS17501","NP","WorldLink Communications","284","N/A","5678","socks4","5012","1","2023-10-20T12:52:37.738Z","99","4390","4432"
"103.214.112.85","elite","AS136052","ID","PT Cloud Hosting Indonesia","289","PT Denbe Anugerah Solusindo","32323","socks5","3103","3","2023-10-20T12:52:37.734Z","50","2154","4289"
"103.137.8.98","elite","AS138824","ID","STARTEL","186","N/A","4153","socks4","1285","2","2023-10-20T12:52:37.837Z","97","4362","4486"
"213.6.33.110","elite","AS12975","PS","Palestine Telecommunications Company","58","Palestine Telecommunications Company","4145","socks4","4796","1","2023-10-20T12:52:33.148Z","99","4374","4422"
"66.42.60.190","elite","AS20473","SG","Choopa","198","N/A","21358","socks5","5596","1","2023-10-20T12:52:33.046Z","88","3910","4438"
"45.14.105.178","elite","AS3258","JP","Owl Limited","393","365 Group LLC","45403","socks4","5602","1","2023-10-20T12:52:33.134Z","5","203","4397"
"149.20.253.77","elite","AS18615","US","Mainstream Fiber Networks, LLC","183","Mainstream Fiber Networks, LLC","12551","socks4","4314","1","2023-10-20T12:52:33.150Z","100","4354","4364"
"177.36.185.178","elite","AS53062","BR","Ggnet Telecom Backbone","214","Ggnet Telecom Backbone","5678","socks4","4111","1","2023-10-20T12:52:33.049Z","93","4148","4474"
"138.201.140.125","elite","AS24940","DE","Hetzner Online GmbH","84","Hetzner","15976","socks5","5095","1","2023-10-20T12:52:33.041Z","100","4433","4433"
"83.142.161.30","elite","AS8369","RU","Intersvyaz-2 JSC","66","Intersvyaz-2 JSC","80","socks4","1806","1","2023-10-20T12:52:33.234Z","100","4486","4487"
"45.115.115.145","elite","AS55828","BD","Drik ICT Ltd","195","Drik ICT Ltd","31141","socks4","5004","1","2023-10-20T12:52:33.051Z","97","4356","4505"
"151.232.55.190","elite","AS58224","IR","Iran Telecommunication Company PJS","181","N/A","80","socks4","4810","1","2023-10-20T12:52:28.550Z","64","2855","4463"
"184.174.75.86","elite","AS21769","GB","Colocation America Corporation","145","North Coast Hosting","51724","socks5","4801","1","2023-10-20T12:52:28.547Z","99","4414","4453"
"187.85.154.18","elite","AS53062","BR","Ggnet Telecom Backbone","286","Ggnet Telecom Backbone","5678","socks4","3910","1","2023-10-20T12:52:28.544Z","99","4298","4322"
"178.212.55.57","elite","AS197025","PL","Lubuskie Sieci Swiatlowodowe Sp. z o. o.","32","Lubuskie Sieci Swiatlowodowe Sp. z o. o","1080","socks4","2203","1","2023-10-20T12:52:28.647Z","97","4374","4498"
"197.211.24.206","elite","AS15399","KE","Wananchi Group (K) LTD","285","Slot Game LTD","5678","socks4","5002","1","2023-10-20T12:52:28.545Z","97","4299","4431"
"168.227.158.13","elite","AS52898","BR","Multipla Serviços Inteligentes","195","Multipla Serviços Inteligentes","4145","socks4","4404","1","2023-10-20T12:52:23.744Z","99","4423","4451"
"23.227.38.230","elite","AS13335","CA","Cloudflare, Inc.","2","Shopify, Inc.","13335","socks5","3189","1","2023-10-20T12:52:23.840Z","100","4464","4465"
"222.129.36.1","elite","AS4808","CN","China Unicom Beijing Province Network","181","N/A","4145","socks4","5007","1","2023-10-20T12:52:23.838Z","81","3550","4399"
"202.153.91.165","elite","AS24077","HK","Telekom Malaysia (Hong Kong) Ltd.","216","Telekom Malaysia (Hong Kong) Ltd","1080","socks4","4611","1","2023-10-20T12:52:23.834Z","99","4398","4439"
"168.138.162.66","elite","AS31898","SG","Oracle Corporation","323","Oracle Public Cloud","1080","socks4","5097","1","2023-10-20T12:52:23.836Z","71","3070","4352"
"103.24.21.1","elite","AS150576","IN","Zyetek Telecom Private Limited","144","Voip Communications PVT LTD","5678","socks4","1617","83","2023-10-20T12:52:19.047Z","85","3874","4539"
"179.107.51.78","elite","AS263284","BR","Maxximo Informatica E Telecomunicacao Ltda","295","Maxximo Informatica E Telecomunicacao Ltda","4153","socks4","4689","1","2023-10-20T12:52:18.940Z","84","3718","4450"
"43.240.113.91","elite","AS38794","TH","United Information Highway Co., Ltd.","194","United Information Highway Co., Ltd","42967","socks5","980","1","2023-10-20T12:52:18.938Z","99","4489","4533"
"36.90.50.9","elite","AS7713","ID","PT. Telekomunikasi Indonesia","202","Telekomunikasi Indonesia","5678","socks4","4499","1","2023-10-20T12:52:18.944Z","76","3323","4365"
"81.162.199.169","elite","AS34955","CZ","Martin Vicenik","31","VicenikRoute","4153","socks4","5090","2","2023-10-20T12:52:18.946Z","100","4514","4525"
"202.58.199.204","elite","AS45701","ID","Internet Madju Abad Millenindo, PT","213","Millenindo","5678","socks5","5197","1","2023-10-20T12:52:14.242Z","98","4336","4445"
"38.127.179.121","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","11537","socks5","799","1","2023-10-20T12:52:14.342Z","100","4393","4403"
"45.112.125.59","elite","AS58369","ID","FIBERNET","192","N/A","4145","socks4","5091","1","2023-10-20T12:52:14.246Z","99","4451","4500"
"203.13.32.236","elite","AS209242","CY","Cloudflare London, LLC","12","Lachtaristo Holdings Limited","80","socks4","2296","1","2023-10-20T12:52:14.244Z","100","4329","4329"
"143.95.103.43","elite","AS46606","US","Unified Layer","198","Athenix Inc","60088","socks4","4909","1","2023-10-20T12:52:09.649Z","93","4129","4441"
"51.68.93.11","elite","AS16276","FR","OVH SAS","8","OVH","46979","socks5","4588","1","2023-10-20T12:52:09.733Z","100","4391","4391"
"43.157.33.19","elite","AS132203","DE","Shenzhen Tencent Computer Systems Company Limited","12","Tencent Cloud Computing","443","socks5","5001","82","2023-10-20T12:52:09.546Z","72","3220","4442"
"1.84.218.183","elite","AS4134","CN","Chinanet","195","Chinanet SN","1081","socks5","5002","1","2023-10-20T12:52:09.547Z","8","355","4434"
"139.162.182.54","elite","AS63949","DE","Akamai Technologies, Inc.","12","Linode, LLC","11127","socks5","1995","1","2023-10-20T12:52:09.650Z","98","4283","4388"
"182.160.127.236","elite","AS24323","BD","Aamra Networks Limited","195","Aamra Networks Limited","5678","socks4","4412","1","2023-10-20T12:52:04.946Z","97","4354","4486"
"190.145.132.250","elite","AS14080","CO","Telmex Colombia S.A.","147","Telmex Colombia S.A.","4145","socks4","3506","1","2023-10-20T12:52:04.843Z","99","4383","4420"
"197.234.13.61","elite","AS36902","SC","Intelvision","194","Intelvision Ltd","36902","socks5","4499","1","2023-10-20T12:52:04.845Z","100","4387","4406"
"201.236.248.250","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","150","EPM Telecomunicaciones S.A. E.S.P.","5678","socks4","3294","1","2023-10-20T12:52:04.842Z","98","4283","4371"
"185.162.231.254","elite","AS209242","GB","Cloudflare London, LLC","11","Softconstruct Limited","80","socks5","5012","1","2023-10-20T12:52:04.848Z","100","4335","4335"
"46.148.163.119","elite","AS197405","PL","Tomkow Sp. z o.o.","46","Tomkow Sp. z o.o","5678","socks4","4281","1","2023-10-20T12:52:04.948Z","98","4381","4458"
"193.34.45.179","elite","AS199201","PL","SPI-NET Norbert Nowicki","35","SPI","5678","socks5","5089","1","2023-10-20T12:51:59.052Z","100","4382","4385"
"43.134.237.114","elite","AS132203","SG","Aceville Pte.ltd","380","N/A","26322","socks4","93","1","2023-10-20T12:51:59.059Z","77","3461","4478"
"49.75.66.137","elite","AS4134","CN","Chinanet","213","Chinanet JS","7890","socks5","3612","1","2023-10-20T12:51:59.057Z","27","1177","4391"
"218.1.142.84","elite","AS4812","CN","China Telecom","297","N/A","57114","socks4","5010","1","2023-10-20T12:51:59.056Z","21","945","4406"
"91.193.252.112","elite","AS210773","NL","Amirhossein Noori Latif","87","LeminarAirLLC","57296","socks4","4906","1","2023-10-20T12:51:59.338Z","28","1281","4541"
"101.42.107.214","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","158","Tencent Cloud Computing (Beijing) Co., Ltd","2080","socks5","4592","1","2023-10-20T12:51:59.050Z","81","3612","4473"
"45.70.237.134","elite","AS52468","EC","Ufinet Panama S.A.","164","Negocios Y Telefonia Nedetel S.A","4145","socks4","5004","1","2023-10-20T12:51:54.249Z","100","4450","4466"
"5.9.170.2","elite","AS24940","DE","Hetzner Online GmbH","23","Hetzner","30000","socks4","4702","1","2023-10-20T12:51:54.441Z","100","4396","4399"
"109.70.206.42","elite","AS49979","IT","LA Wireless Srl","70","LAwireless","5678","socks4","5008","1","2023-10-20T12:51:54.342Z","99","4436","4461"
"89.237.35.129","elite","AS20485","RU","multi-origin SUTTK","90","N/A","51549","socks4","4896","1","2023-10-20T12:51:54.340Z","99","4335","4371"
"36.66.36.252","elite","AS7713","ID","PT. Telekomunikasi Indonesia","198","N/A","4153","socks4","4306","2","2023-10-20T12:51:49.735Z","99","4461","4514"
"2.56.179.46","elite","AS44477","US","Stark Industries Solutions LTD","89","Ithostline LTD","7497","socks4","3896","1","2023-10-20T12:51:49.841Z","23","1000","4406"
"190.121.21.211","elite","AS14117","CL","Telefonica del Sur S.A.","240","Telefonica del Sur S.A","51963","socks4","4999","3","2023-10-20T12:51:49.650Z","99","4473","4511"
"37.187.144.55","elite","AS16276","FR","OVH SAS","6","OVH SAS","9050","socks4","4598","1","2023-10-20T12:51:49.837Z","100","4483","4483"
"42.194.203.23","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","278","Tencent cloud computing (Beijing) Co., Ltd.","1080","socks5","4802","1","2023-10-20T12:51:49.734Z","82","3582","4383"
"1.179.242.33","elite","AS23969","TH","TOT Public Company Limited","183","TOT Public Company Limited","4145","socks4","4693","1","2023-10-20T12:51:49.653Z","85","3829","4525"
"178.245.146.161","elite","AS16135","TR","Turkcell Internet","176","N/A","3128","socks5","5000","3","2023-10-20T12:51:45.240Z","22","958","4444"
"177.128.120.85","elite","AS52870","BR","Disk Sistema Tele-Informatica Ltda- ME","232","Disk Sistema Tele-Informatica Ltda- ME","5678","socks4","4792","1","2023-10-20T12:51:45.247Z","99","4368","4417"
"109.194.17.214","elite","AS51645","RU","CJSC \"ER-Telecom Holding\" Irkutsk branch","109","JSC \"ER-Telecom Holding\" Irkutsk Branch","3629","socks4","4504","1","2023-10-20T12:51:45.344Z","98","4306","4415"
"138.36.150.13","elite","AS263729","AR","Pedraza Luis Eduardo","282","Pedraza Luis Eduardo","1080","socks4","99","1","2023-10-20T12:51:45.250Z","99","4443","4485"
"188.166.239.48","elite","AS14061","SG","DigitalOcean, LLC","198","Digitalocean","3128","socks4","3496","1","2023-10-20T12:51:45.243Z","100","4448","4451"
"185.162.229.70","elite","AS209242","GB","Cloudflare London, LLC","12","Softconstruct Limited","80","socks4","5102","1","2023-10-20T12:51:40.148Z","100","4454","4455"
"88.119.49.4","elite","AS8764","LT","Telia Lietuva, AB","40","Telia Lietuva, AB","4153","socks4","3490","83","2023-10-20T12:51:40.145Z","100","4507","4509"
"196.27.105.130","elite","AS30969","ZW","Zimbabwe Online (Private) Ltd.","193","ZOL HRE Pppoe","4153","socks4","1300","1","2023-10-20T12:51:40.237Z","95","4174","4396"
"161.97.97.231","elite","AS51167","DE","Contabo GmbH","21","Contabo GmbH","10050","socks4","3690","1","2023-10-20T12:51:40.248Z","98","4436","4505"
"176.115.15.198","elite","AS58350","PL","PHU Classcom Sp. z o.o.","91","PHU Classcom Sp. z o.o","5678","socks4","4703","1","2023-10-20T12:51:35.447Z","43","1859","4368"
"175.100.87.209","elite","AS38623","KH","VIETTEL (CAMBODIA) PTE., LTD","194","Viettel (cambodia) Pte., Ltd.","5678","socks4","4596","1","2023-10-20T12:51:35.637Z","96","4295","4455"
"202.165.46.14","elite","AS17538","ID","Circlecom","184","N/A","5678","socks4","2298","1","2023-10-20T12:51:35.634Z","100","4473","4491"
"104.16.106.65","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4612","1","2023-10-20T12:51:35.446Z","100","4399","4399"
"167.99.12.224","elite","AS14061","US","DigitalOcean, LLC","85","Digital Ocean","49463","socks4","4911","1","2023-10-20T12:51:35.550Z","100","4423","4429"
"157.245.157.72","elite","AS14061","SG","DigitalOcean, LLC","160","DigitalOcean, LLC","60490","socks4","1804","1","2023-10-20T12:51:35.449Z","95","4214","4416"
"185.159.131.58","elite","AS64439","RU","IT Outsourcing LLC","52","SkyHost","22222","socks4","5196","1","2023-10-20T12:51:31.036Z","100","4375","4393"
"94.154.31.136","elite","AS197833","PL","Slawomir Zapart trading as ZAPNET KAROL ZAPART Sp.j","94","ZapNet Karol Zapart sj","2114","socks4","3990","1","2023-10-20T12:51:31.040Z","93","4139","4474"
"79.170.253.232","elite","AS20723","CZ","AVONET, s.r.o.","32","CZ.MGI","5678","socks4","4998","1","2023-10-20T12:51:30.841Z","100","4465","4466"
"116.58.227.224","elite","AS131090","TH","CAT-BB","289","N/A","4145","socks4","4892","1","2023-10-20T12:51:30.848Z","80","3522","4407"
"165.22.52.130","elite","AS14061","SG","DigitalOcean, LLC","195","DigitalOcean, LLC","8000","socks4","4414","1","2023-10-20T12:51:30.844Z","86","3827","4427"
"36.89.218.67","elite","AS7713","ID","PT. Telekomunikasi Indonesia","244","Telekomunikasi Indonesia","1080","socks4","4294","1","2023-10-20T12:51:30.838Z","99","4397","4437"
"89.39.100.173","elite","AS8926","MD","Moldtelecom SA","89","JSC Moldtelecom S.A.","31041","socks5","3506","1","2023-10-20T12:51:26.138Z","100","4417","4429"
"178.32.116.99","elite","AS16276","FR","OVH SAS","87","OVH ISP","62763","socks4","2287","1","2023-10-20T12:51:26.136Z","100","4471","4482"
"1.20.169.88","elite","AS23969","TH","TOT Public Company Limited","192","TOT Mobile Co LTD","4153","socks4","696","1","2023-10-20T12:51:26.133Z","65","2924","4531"
"101.43.191.233","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","186","Tencent Cloud Computing (Beijing) Co., Ltd","2080","socks5","5010","1","2023-10-20T12:51:26.142Z","82","3632","4403"
"186.251.255.233","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","283","Seanet Telecom Carazinho Eireli","31337","socks4","5008","1","2023-10-20T12:51:26.139Z","99","4367","4390"
"210.2.149.91","elite","AS23966","PK","LINKdotNET Telecom Limited","190","Dancom ISB","5678","socks4","4993","1","2023-10-20T12:51:26.143Z","91","4034","4411"
"212.42.99.22","elite","AS8449","KG","ELCAT","111","ElCat, Ltd.","4145","socks4","3689","86","2023-10-20T12:51:26.141Z","88","3964","4524"
"104.16.104.12","elite","AS13335","CA","Cloudflare, Inc.","93","Cloudflare, Inc.","80","socks4","4800","1","2023-10-20T12:51:21.547Z","100","4398","4399"
"177.184.72.22","elite","AS52898","BR","Multipla Serviços Inteligentes","195","Multipla Serviços Inteligentes","4145","socks4","4695","1","2023-10-20T12:51:21.546Z","99","4423","4451"
"100.1.140.55","elite","AS701","US","Verizon Communications","90","MCI Communications Services, Inc. d/b/a Verizon Business","8080","socks4","5009","1","2023-10-20T12:51:21.543Z","100","4412","4413"
"223.25.101.86","elite","AS9341","ID","PT Indonesia Comnets Plus","194","Sinerginet","5678","socks4","5012","84","2023-10-20T12:51:21.544Z","99","4259","4318"
"109.87.183.226","elite","AS13188","UA","Triolan","51","N/A","4145","socks5","4401","3","2023-10-20T12:51:21.538Z","82","3644","4420"
"61.7.138.57","elite","AS131090","TH","CAT Telecom Public Company Limited","255","National Telecom Public Company Limited","5678","socks4","4697","1","2023-10-20T12:51:21.539Z","82","3612","4410"
"80.210.56.169","elite","AS58224","IR","TIC","86","Telecommunication Company of Tehran","4153","socks4","1491","1","2023-10-20T12:51:21.643Z","92","4062","4430"
"70.32.25.147","elite","AS55293","US","A2 Hosting, Inc.","90","A2 Hosting, Inc.","36546","socks4","4616","1","2023-10-20T12:51:16.842Z","100","4378","4383"
"124.41.240.140","elite","AS17501","NP","WorldLink Communications","184","Wlink Static ENT KTM V1115","59964","socks5","3594","1","2023-10-20T12:51:16.738Z","99","4439","4466"
"41.65.236.52","elite","AS36992","EG","Etisalat Misr","190","Nile Online","1976","socks5","2991","1","2023-10-20T12:51:16.745Z","96","4277","4448"
"45.196.151.84","elite","AS7018","US","AT&T Services, Inc.","82","AQUA Networks Limited","5432","socks4","4996","1","2023-10-20T12:51:16.735Z","98","4396","4472"
"103.105.40.129","elite","AS137143","IN","Minnal Digital Network Private Limited","152","Minnal Digital Network Private Limited","4145","socks4","4608","82","2023-10-20T12:51:16.648Z","100","4415","4432"
"68.183.232.4","elite","AS14061","SG","DigitalOcean, LLC","184","DigitalOcean, LLC","3128","socks5","5091","1","2023-10-20T12:51:16.651Z","100","4421","4423"
"167.86.67.134","elite","AS51167","DE","Contabo GmbH","81","Contabo GmbH","23235","socks4","3708","1","2023-10-20T12:51:12.047Z","100","4425","4428"
"103.84.134.9","elite","AS136238","MV","SatLink Pvt Ltd","188","SatLink Pvt Ltd","1080","socks4","3604","1","2023-10-20T12:51:11.944Z","99","4449","4474"
"135.181.79.170","elite","AS24940","FI","Hetzner Online GmbH","38","Hetzner","22679","socks4","4807","2","2023-10-20T12:51:11.954Z","97","4252","4406"
"136.143.144.187","elite","AS13370","US","LocalTel Communications","196","LocalTel Communications","5678","socks4","2787","1","2023-10-20T12:51:11.948Z","97","4317","4429"
"103.212.93.201","elite","AS138312","IN","Best Telnet Services Private Limited","200","Best telnet services private limited","45639","socks4","5008","1","2023-10-20T12:51:11.938Z","99","4469","4495"
"43.153.174.16","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","284","Tencent Cloud Computing","80","socks5","4902","1","2023-10-20T12:51:07.147Z","96","4235","4406"
"198.11.179.15","elite","AS45102","US","Alibaba (US) Technology Co., Ltd.","146","Alibaba.com LLC","8080","socks4","4505","1","2023-10-20T12:51:07.142Z","100","4408","4415"
"36.91.233.114","elite","AS7713","ID","PT Telekomunikasi Indonesia","297","Telekomunikasi Indonesia","5678","socks4","4015","1","2023-10-20T12:51:07.138Z","99","4380","4435"
"222.124.177.148","elite","AS7713","ID","Telekomunikasi Indonesia","289","PT. TELKOM INDONESIA","7497","socks5","4811","82","2023-10-20T12:51:07.146Z","92","4086","4420"
"46.254.240.106","elite","AS5547","RU","ORTEL","194","N/A","43310","socks4","5018","1","2023-10-20T12:51:07.144Z","98","4440","4529"
"183.89.63.31","elite","AS45629","TH","Triple T Broadband Public Company Limited","196","Triple T Broadband Public Company Limited","8080","socks4","4900","1","2023-10-20T12:51:07.145Z","94","4193","4458"
"31.172.66.166","elite","AS49063","RU","FORNEX","47","Fornex Hosting S.L.","20557","socks4","4893","1","2023-10-20T12:51:01.042Z","83","3689","4445"
"38.127.172.186","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","174","socks5","1791","1","2023-10-20T12:51:01.134Z","100","4389","4397"
"45.63.64.66","elite","AS20473","US","The Constant Company","97","Vultr Holdings, LLC","1080","socks4","3502","1","2023-10-20T12:51:00.934Z","73","3250","4426"
"212.102.47.83","elite","AS212238","US","Datacamp Limited","187","Cdnext SEA","8219","socks4","4701","1","2023-10-20T12:51:00.841Z","100","4413","4415"
"189.112.223.233","elite","AS16735","BR","ALGAR TELECOM S/A","240","ALGAR TELECOM S/A","5678","socks4","4015","1","2023-10-20T12:51:00.936Z","14","614","4489"
"185.161.186.84","elite","AS43618","ES","Inforcelra SLU","53","Inforcelra SLU","54321","socks4","4107","1","2023-10-20T12:51:00.850Z","100","4515","4521"
"185.6.104.150","elite","AS42560","BA","Telemach d.o.o. Sarajevo","82","Telemach","5678","socks4","1992","1","2023-10-20T12:50:56.036Z","98","4393","4484"
"31.44.82.182","elite","AS29226","RU","JSC Mastertel","83","Mastertel","5678","socks4","3994","1","2023-10-20T12:50:55.741Z","100","4457","4464"
"197.234.13.44","elite","AS36902","SC","Intelvision","283","Intelvision Ltd","4145","socks4","4109","1","2023-10-20T12:50:55.736Z","100","4421","4441"
"141.94.106.133","elite","AS16276","FR","OVH SAS","10","OVH","8080","socks4","4791","2","2023-10-20T12:50:55.841Z","100","4390","4390"
"103.82.8.237","elite","AS136156","BD","FNF Online","187","N/A","4153","socks4","5109","1","2023-10-20T12:50:55.646Z","68","3062","4479"
"102.64.116.254","elite","AS328500","CG","A.M.C Telecom","186","A.M.C Telecom","32850","socks4","5000","1","2023-10-20T12:50:55.840Z","99","4448","4515"
"180.183.227.96","elite","AS45629","TH","Triple T Broadband Public Company Limited","210","Triple T Broadband Public Company Limited","4153","socks4","4897","1","2023-10-20T12:50:55.738Z","94","4161","4437"
"177.222.146.125","elite","AS28208","BR","Superline Telecomunicações Ltda","283","Superline Telecomunicações Ltda","5678","socks4","1311","1","2023-10-20T12:50:55.739Z","96","4149","4344"
"178.212.49.96","elite","AS197025","PL","Lubuskie Sieci Swiatlowodowe Sp. z o. o.","51","Lubuskie Sieci Swiatlowodowe Sp. z o. o","1080","socks4","414","1","2023-10-20T12:50:51.033Z","98","4293","4371"
"125.253.125.132","elite","AS45538","VN","ODS Joint Stock Company","298","ODSJSC","46051","socks4","4998","1","2023-10-20T12:50:50.946Z","98","4293","4381"
"139.59.90.148","elite","AS14061","IN","DIGITALOCEAN","191","DigitalOcean, LLC","57592","socks4","2393","1","2023-10-20T12:50:50.950Z","100","4507","4509"
"71.167.151.15","elite","AS701","US","Verizon Business","94","Verizon Business","8080","socks5","4608","2","2023-10-20T12:50:50.945Z","100","4246","4252"
"43.153.174.137","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","234","Tencent Cloud Computing","443","socks5","314","1","2023-10-20T12:50:50.943Z","98","4269","4351"
"198.211.50.112","elite","AS35916","US","Multacom Corporation","145","Amazon.com","8080","socks5","4998","1","2023-10-20T12:50:50.949Z","100","4423","4431"
"103.59.203.249","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","198","NET 4 U Services PVT LTD","4145","socks4","5096","1","2023-10-20T12:50:46.147Z","99","4343","4369"
"185.66.59.77","elite","AS200509","ES","Solucions Valencianes i Noves Tecnologies SL","28","Svint","42647","socks4","4399","1","2023-10-20T12:50:46.042Z","78","3440","4424"
"45.196.151.62","elite","AS7018","US","AT&T Services, Inc.","98","AQUA Networks Limited","5432","socks5","4618","1","2023-10-20T12:50:46.049Z","98","4371","4445"
"105.27.199.218","elite","AS37100","ZA","SEACOM Limited","155","Seacom Assignments","5678","socks4","5011","3","2023-10-20T12:50:41.640Z","97","4318","4448"
"43.153.81.153","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","191","Tencent Cloud Computing","443","socks5","5008","1","2023-10-20T12:50:41.639Z","89","3972","4470"
"103.95.197.233","elite","AS135918","VN","Viet Digital Technology Liability Company","293","DVS","9050","socks5","5092","1","2023-10-20T12:50:41.446Z","98","4319","4427"
"83.234.147.166","elite","AS20485","RU","TRANS-TELECOM","49","LLC Internet Service Russia","6363","socks4","5088","1","2023-10-20T12:50:41.443Z","96","4241","4398"
"188.165.209.167","elite","AS16276","FR","OVH SAS","84","OVH ISP","7497","socks5","4699","78","2023-10-20T12:50:36.740Z","100","4478","4486"
"103.95.97.186","elite","AS136759","BD","Cosmopolitan Communications Limited","193","Cosmopolitan Communications Limited","31244","socks4","3485","1","2023-10-20T12:50:36.638Z","98","4392","4481"
"191.7.85.206","elite","AS52901","BR","Minas Telecom","180","Minas Telecom","4145","socks4","4799","1","2023-10-20T12:50:36.644Z","34","1509","4414"
"177.93.78.9","elite","AS263163","BR","JR LINK PROVEDOR DE INTERNET VIA RARIO LTDA","187","JR LINK PROVEDOR DE INTERNET VIA RARIO LTDA","26316","socks5","4901","1","2023-10-20T12:50:36.738Z","97","4313","4456"
"27.44.32.188","elite","AS17816","CN","China Unicom Guangdong Province Network","292","N/A","53309","socks5","3398","1","2023-10-20T12:50:36.640Z","50","2189","4384"
"165.84.180.22","elite","AS10103","HK","Hong Kong Broadband Network Ltd","284","Hong Kong Broadband Network Ltd","56695","socks4","825","1","2023-10-20T12:50:36.643Z","97","4309","4449"
"77.89.196.202","elite","AS25454","MD","Orange Moldova Network","97","N/A","4153","socks4","3706","1","2023-10-20T12:50:36.641Z","100","4435","4446"
"104.16.105.15","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5012","1","2023-10-20T12:50:36.635Z","100","4508","4509"
"38.127.179.226","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","55994","socks4","5099","1","2023-10-20T12:50:31.640Z","100","4367","4376"
"213.135.234.101","elite","AS6661","LU","POST Luxembourg","90","EPT","4153","socks4","5099","78","2023-10-20T12:50:31.541Z","100","4377","4391"
"78.38.108.199","elite","AS58224","IR","Iran Telecommunication Company PJS","120","Abol Medical University","1080","socks5","4804","1","2023-10-20T12:50:31.543Z","81","3611","4446"
"164.132.149.110","elite","AS16276","FR","OVH SAS","5","OVH","1088","socks4","4686","2","2023-10-20T12:50:31.637Z","72","3235","4514"
"178.212.48.84","elite","AS197025","PL","Lubuskie Sieci Swiatlowodowe Sp. z o. o.","31","Lubuskie Sieci Swiatlowodowe Sp. z o. o","1080","socks4","2989","1","2023-10-20T12:50:31.538Z","100","4510","4516"
"36.95.48.45","elite","AS7713","ID","PT. Telekomunikasi Indonesia","203","Telekomunikasi Indonesia","1080","socks4","4608","1","2023-10-20T12:50:26.537Z","98","4429","4512"
"49.51.93.222","elite","AS132203","CA","OPHL","95","Tencent cloud computing (Beijing) Co., Ltd.","443","socks5","4996","1","2023-10-20T12:50:26.550Z","58","2567","4418"
"43.153.171.204","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","296","Tencent Cloud Computing","443","socks4","5183","1","2023-10-20T12:50:26.546Z","94","4208","4481"
"188.18.10.140","elite","AS12389","RU","PJSC Rostelecom","79","Dynamic distribution IPs for broadband services","5678","socks4","2284","1","2023-10-20T12:50:26.542Z","28","1216","4409"
"163.172.84.25","elite","AS12876","FR","Online S.A.S.","82","ONLINE","9741","socks4","5004","1","2023-10-20T12:50:26.548Z","96","4328","4489"
"217.150.58.185","elite","AS20485","RU","TRANS-TELECOM","80","N/A","1080","socks4","4911","4","2023-10-20T12:50:26.654Z","99","4461","4497"
"37.193.227.108","elite","AS31200","RU","Novotelecom Ltd","94","Novotelecom ltd.","1080","socks5","3400","1","2023-10-20T12:50:26.638Z","86","3875","4489"
"203.143.38.249","elite","AS5087","LK","Lanka Communication Services (Pvt) Ltd.","199","Lanka Communication Services (Pvt) Ltd","8080","socks4","4291","1","2023-10-20T12:50:26.640Z","96","4267","4447"
